movie,production_budget,domestic_gross_x,foreign_gross_x,year_x,title,domestic_gross_y,foreign_gross_y,year_y
Destroyer,9000000,1533324,3681096,2018,Destroyer,1500000.0,4000000,2018
Vice,60000000,47836282,70883171,2018,Vice,47800000.0,28200000,2018
On the Basis of Sex,20000000,24622687,38073377,2018,On the Basis of Sex,24600000.0,13600000,2018
Aquaman,160000000,335061807,1146894640,2018,Aquaman,335100000.0,812700000,2018
Second Act,15700000,39282227,63288854,2018,Second Act,39300000.0,33000000,2018
Bumblebee,102000000,127195589,465195589,2018,Bumblebee,127200000.0,340800000,2018
Welcome to Marwen,45000000,10763520,12874922,2018,Welcome to Marwen,10800000.0,2100000,2018
Mary Poppins Returns,130000000,171958438,341528518,2018,Mary Poppins Returns,172000000.0,177600000,2018
Mortal Engines,100000000,15951040,85287417,2018,Mortal Engines,16000000.0,67700000,2018
The Mule,50000000,103804407,170857676,2018,The Mule,103800000.0,68700000,2018
If Beale Street Could Talk,12000000,14915773,19859167,2018,If Beale Street Could Talk,14900000.0,5700000,2018
Mary Queen of Scots,25000000,16468499,46734733,2018,Mary Queen of Scots,16500000.0,29900000,2018
The Possession of Hannah Grace,6000000,14836174,42785387,2018,The Possession of Hannah Grace,14800000.0,28200000,2018
The Favourite,15000000,34366783,94113929,2018,The Favourite,34400000.0,61600000,2018
Creed II,50000000,115715889,213591522,2018,Creed II,115700000.0,98300000,2018
Robin Hood,99000000,30824628,84747441,2018,Robin Hood,105300000.0,216400000,2010
Robin Hood,210000000,105487148,322459006,2010,Robin Hood,105300000.0,216400000,2010
Instant Family,48000000,67363237,119736188,2018,Instant Family,67400000.0,53200000,2018
Green Book,23000000,85080171,322034439,2018,Green Book,85100000.0,234700000,2018
Fantastic Beasts: The Crimes of Grindelwald,200000000,159555901,652220086,2018,Fantastic Beasts: The Crimes of Grindelwald,159600000.0,494100000,2018
Widows,40000000,42402632,73866088,2018,Widows,42400000.0,33600000,2018
Bohemian Rhapsody,55000000,216303339,894985342,2018,Bohemian Rhapsody,216400000.0,687200000,2018
The Nutcracker and the Four Realms,132900000,54858851,170293899,2018,The Nutcracker and the Four Realms,54900000.0,119100000,2018
Suspiria,20000000,2483472,7034615,2018,Suspiria,2500000.0,5400000,2018
Goosebumps 2: Haunted Halloween,35000000,46697321,93291478,2018,Goosebumps 2: Haunted Halloween,46700000.0,46600000,2018
First Man,60000000,44936545,105203825,2018,First Man,44900000.0,60800000,2018
The Hate U Give,23000000,29719483,35067665,2018,The Hate U Give,29700000.0,5200000,2018
Hell Fest,5500000,11107431,18119231,2018,Hell Fest,11100000.0,7100000,2018
Smallfoot,80000000,83240103,213691277,2018,Smallfoot,83200000.0,130900000,2018
The Sisters Brothers,38000000,3143056,13143056,2018,The Sisters Brothers,3100000.0,10000000,2018
White Boy Rick,30000000,24004833,25947983,2018,White Boy Rick,24000000.0,1900000,2018
A Simple Favor,20000000,53548586,97628717,2018,A Simple Favor,53500000.0,44100000,2018
Peppermint,25000000,35418723,51800758,2018,Peppermint,35400000.0,18400000,2018
Kin,30000000,5718096,10096821,2018,Kin,5700000.0,4300000,2018
Alpha,51000000,35851379,99624873,2018,Alpha,35900000.0,62300000,2018
Mile 22,35000000,36108758,66295121,2018,Mile 22,36100000.0,30200000,2018
Crazy Rich Asians,30000000,174532921,238099711,2018,Crazy Rich Asians,174500000.0,64000000,2018
BlacKkKlansman,15000000,49275340,93017335,2018,BlacKkKlansman,49300000.0,44000000,2018
Slender Man,10000000,30564825,51723644,2018,Slender Man,30600000.0,21200000,2018
The Meg,178000000,145443742,529530715,2018,The Meg,145400000.0,384800000,2018
The Darkest Minds,34000000,12695691,38361428,2018,The Darkest Minds,12700000.0,28400000,2018
Teen Titans Go! To The Movies,10000000,29790236,51620593,2018,Teen Titans Go! To The Movies,29800000.0,22300000,2018
The Equalizer 2,77000000,102084362,190453132,2018,The Equalizer 2,102100000.0,88300000,2018
Unfriended: Dark Web,1000000,8866745,16434588,2018,Unfriended: Dark Web,8900000.0,6300000,2018
Skyscraper,125000000,68420120,304115534,2018,Skyscraper,68400000.0,236400000,2018
Hotel Transylvania 3: Summer Vacation,65000000,167500092,527079962,2018,Hotel Transylvania 3: Summer Vacation,167500000.0,361100000,2018
Ant-Man and the Wasp,130000000,216648740,623144660,2018,Ant-Man and the Wasp,216600000.0,406000000,2018
The First Purge,13000000,69488745,136617305,2018,The First Purge,69500000.0,67500000,2018
Sicario: Day of the Soldado,35000000,50065850,75885196,2018,Sicario: Day of the Soldado,50100000.0,25800000,2018
Uncle Drew,18000000,42469946,46527161,2018,Uncle Drew,42500000.0,4200000,2018
Jurassic World: Fallen Kingdom,170000000,417719760,1305772799,2018,Jurassic World: Fallen Kingdom,417700000.0,891800000,2018
Incredibles 2,200000000,608581744,1242520711,2018,Incredibles 2,608600000.0,634200000,2018
Tag,28000000,54730625,77026186,2018,Tag,54700000.0,23400000,2018
Superfly,16000000,20537137,20723581,2018,Superfly,20500000.0,236000,2018
Hereditary,10000000,44069456,70133905,2018,Hereditary,44100000.0,35300000,2018
Hotel Artemis,15000000,6708137,12758799,2018,Hotel Artemis,6700000.0,6000000,2018
Upgrade,3000000,11977130,16553285,2018,Upgrade,12000000.0,2400000,2018
Adrift,35000000,31445011,57897191,2018,Adrift,31400000.0,28500000,2018
Solo: A Star Wars Story,275000000,213767512,393151347,2018,Solo: A Star Wars Story,213800000.0,179200000,2018
Deadpool 2,110000000,324591735,786680557,2018,Deadpool 2,318500000.0,460500000,2018
Life of the Party,30000000,53059911,65759911,2018,Life of the Party,53100000.0,12800000,2018
Avengers: Infinity War,300000000,678815482,2048134200,2018,Avengers: Infinity War,678800000.0,"1,369.5",2018
I Feel Pretty,32000000,48795601,91553797,2018,I Feel Pretty,48800000.0,45700000,2018
Truth or Dare,3500000,41411015,95127344,2018,Truth or Dare,41400000.0,53900000,2018
Blockers,21000000,60311495,94045328,2018,Blockers,60300000.0,33700000,2018
A Quiet Place,17000000,188024361,334522294,2018,A Quiet Place,188000000.0,152900000,2018
Ready Player One,150000000,137690172,579290136,2018,Ready Player One,137700000.0,445200000,2018
Sherlock Gnomes,59000000,43242871,87527651,2018,Sherlock Gnomes,43200000.0,47100000,2018
"Paul, Apostle of Christ",5000000,17547999,25529498,2018,"Paul, Apostle of Christ",17600000.0,5500000,2018
Unsane,1500000,7690044,14244931,2018,Unsane,7700000.0,6600000,2018
"Love, Simon",10000000,40826341,65520633,2018,"Love, Simon",40800000.0,25500000,2018
Tomb Raider,90000000,58250803,273477501,2018,Tomb Raider,58300000.0,216400000,2018
A Wrinkle in Time,103000000,100478608,133401882,2018,A Wrinkle in Time,100500000.0,32200000,2018
Red Sparrow,69000000,46874505,145951861,2018,Red Sparrow,46900000.0,104700000,2018
Game Night,37000000,69179066,117378084,2018,Game Night,69200000.0,48500000,2018
Early Man,50000000,8267544,45285890,2018,Early Man,8300000.0,46400000,2018
Black Panther,200000000,700059566,1348258224,2018,Black Panther,700100000.0,646900000,2018
The 15:17 to Paris,30000000,36276286,56096200,2018,The 15:17 to Paris,36300000.0,20800000,2018
Fifty Shades Freed,55000000,100407760,371350619,2018,Fifty Shades Freed,100400000.0,271500000,2018
Peter Rabbit,50000000,115234093,347136477,2018,Peter Rabbit,115300000.0,236000000,2018
Bilal: A New Breed of Hero,30000000,490973,648599,2018,Bilal: A New Breed of Hero,491000.0,1700000,2018
Maze Runner: The Death Cure,61000000,58032443,265878536,2018,Maze Runner: The Death Cure,58000000.0,230200000,2018
12 Strong,35000000,45819713,71118378,2018,12 Strong,45800000.0,21600000,2018
Den of Thieves,30000000,44947622,80131391,2018,Den of Thieves,44900000.0,35600000,2018
The Commuter,40000000,36343858,101985431,2018,The Commuter,36300000.0,83600000,2018
Proud Mary,30000000,20868638,21709539,2018,Proud Mary,20900000.0,876000,2018
Insidious: The Last Key,10000000,67745330,167885588,2018,Insidious: The Last Key,67700000.0,100100000,2018
Pitch Perfect 3,45000000,104897530,185736412,2017,Pitch Perfect 3,104900000.0,80500000,2017
The Post,50000000,81903458,179748880,2017,The Post,81900000.0,97900000,2017
Father Figures,25000000,17501244,21038441,2017,Father Figures,17500000.0,8100000,2017
Downsizing,68000000,24449754,54462971,2017,Downsizing,24400000.0,30600000,2017
Jumanji: Welcome to the Jungle,90000000,404508916,964496193,2017,Jumanji: Welcome to the Jungle,404500000.0,557600000,2017
The Greatest Showman,84000000,174340174,386665550,2017,The Greatest Showman,174300000.0,260700000,2017
Ferdinand,111000000,84410380,289847930,2017,Ferdinand,84400000.0,211700000,2017
"I, Tonya",11000000,30014534,53797409,2017,"I, Tonya",30000000.0,23900000,2017
Just Getting Started,22000000,6069605,6756412,2017,Just Getting Started,6100000.0,1600000,2017
The Disaster Artist,10000000,21120616,28717667,2017,The Disaster Artist,21100000.0,8700000,2017
The Shape of Water,19500000,63859435,195790794,2017,The Shape of Water,63900000.0,131400000,2017
Darkest Hour,30000000,56443120,150807172,2017,Darkest Hour,56500000.0,94400000,2017
Coco,175000000,209726015,798008101,2017,Coco,209700000.0,597400000,2017
Justice League,300000000,229024295,655945209,2017,Justice League,229000000.0,428900000,2017
Wonder,20000000,132422809,304604712,2017,Wonder,132400000.0,173500000,2017
"Roman J. Israel, Esq.",22000000,11962712,12967012,2017,"Roman J. Israel, Esq.",12000000.0,1100000,2017
The Star,20000000,40847995,62758010,2017,The Star,40900000.0,22000000,2017
"Three Billboards Outside Ebbing, Missouri",12000000,54513740,160191915,2017,"Three Billboards Outside Ebbing, Missouri",54500000.0,104700000,2017
Lady Bird,10000000,48958273,78610769,2017,Lady Bird,49000000.0,30000000,2017
Thor: Ragnarok,180000000,315058289,846980024,2017,Thor: Ragnarok,315100000.0,538900000,2017
A Bad Moms Christmas,28000000,72110659,127710550,2017,A Bad Moms Christmas,72100000.0,58400000,2017
Jigsaw,10000000,38052832,102445196,2017,Jigsaw,38100000.0,64900000,2017
Geostorm,100000000,33700160,220796009,2017,Geostorm,33700000.0,187900000,2017
The Snowman,35000000,6670765,43226146,2017,The Snowman,6700000.0,36400000,2017
The Foreigner,35000000,34393507,140783360,2017,The Foreigner,34400000.0,111000000,2017
Happy Death Day,5000000,55683845,125010260,2017,Happy Death Day,55700000.0,69800000,2017
Blade Runner 2049,185000000,92054159,259357408,2017,Blade Runner 2049,92100000.0,167200000,2017
American Made,50000000,51342000,135569212,2017,American Made,51300000.0,83500000,2017
Stronger,30000000,4211129,8786752,2017,Stronger,4200000.0,4200000,2017
Kingsman: The Golden Circle,104000000,100234838,408803696,2017,Kingsman: The Golden Circle,100200000.0,310700000,2017
Victoria and Abdul,21000000,22245070,68271146,2017,Victoria and Abdul,22200000.0,43200000,2017
American Assassin,63000000,36249674,68310140,2017,American Assassin,36200000.0,31000000,2017
mother!,30000000,17800004,42531076,2017,mother!,17800000.0,26700000,2017
It,35000000,327481748,697457969,2017,It,327500000.0,372900000,2017
Tulip Fever,25000000,2455635,6792768,2017,Tulip Fever,2500000.0,5900000,2017
All Saints,2000000,5802208,5941994,2017,All Saints,5800000.0,140000,2017
Patti Cake$,1000000,800148,1471090,2017,Patti Cake$,800000.0,682000,2017
Logan Lucky,29000000,27778642,44264271,2017,Logan Lucky,27800000.0,20700000,2017
Annabelle: Creation,15000000,102092201,305384865,2017,Annabelle: Creation,102100000.0,204400000,2017
The Nut Job 2: Nutty by Nature,40000000,28370522,57438389,2017,The Nut Job 2: Nutty by Nature,28400000.0,36800000,2017
The Dark Tower,60000000,50701325,113461527,2017,The Dark Tower,50700000.0,62500000,2017
Atomic Blonde,30000000,51573925,98345423,2017,Atomic Blonde,51700000.0,48300000,2017
The Emoji Movie,50000000,86089513,216562312,2017,The Emoji Movie,86100000.0,131699999,2017
Dunkirk,150000000,190068280,499837368,2017,Dunkirk,188000000.0,337200000,2017
Girls Trip,28000000,115108515,140886353,2017,Girls Trip,115200000.0,25400000,2017
Valerian and the City of a Thousand Planets,180000000,40479370,215098356,2017,Valerian and the City of a Thousand Planets,41200000.0,184700000,2017
War for the Planet of the Apes,152000000,146880162,489592267,2017,War for the Planet of the Apes,146900000.0,343800000,2017
Spider-Man: Homecoming,175000000,334201140,880166350,2017,Spider-Man: Homecoming,334200000.0,546000000,2017
Despicable Me 3,75000000,264624300,1034727750,2017,Despicable Me 3,264600000.0,770200000,2017
The House,40000000,25584504,31192425,2017,The House,25600000.0,8600000,2017
Baby Driver,34000000,107825862,228104185,2017,Baby Driver,107800000.0,119100000,2017
The Big Sick,5000000,42872467,53972860,2017,The Big Sick,42900000.0,13500000,2017
Transformers: The Last Knight,217000000,130168683,602893340,2017,Transformers: The Last Knight,130199999.0,475300000,2017
Rough Night,20000000,22105643,46844357,2017,Rough Night,22100000.0,25200000,2017
Cars 3,175000000,152901115,383541369,2017,Cars 3,152900000.0,231000000,2017
Captain Underpants: The First Epic Movie,38000000,73921000,126577874,2017,Captain Underpants: The First Epic Movie,73900000.0,51600000,2017
Wonder Woman,150000000,412563408,821133378,2017,Wonder Woman,412600000.0,409300000,2017
Pirates of the Caribbean: Dead Men Tell No Tales,230000000,172558876,788241137,2017,Pirates of the Caribbean: Dead Men Tell No Tales,172600000.0,622300000,2017
Baywatch,60000000,58060186,175863783,2017,Baywatch,58100000.0,119800000,2017
Alien: Covenant,97000000,74262031,238521247,2017,Alien: Covenant,74300000.0,166600000,2017
Diary of a Wimpy Kid: The Long Haul,22000000,20738724,35609577,2017,Diary of a Wimpy Kid: The Long Haul,20700000.0,19400000,2017
"Everything, Everything",10000000,34121140,61603136,2017,"Everything, Everything",34100000.0,27500000,2017
The Wall,3000000,1803064,4495262,2017,The Wall,1800000.0,2700000,2017
King Arthur: Legend of the Sword,175000000,39175066,139630336,2017,King Arthur: Legend of the Sword,39200000.0,109500000,2017
Snatched,42000000,45852178,57852177,2017,Snatched,45900000.0,15000000,2017
Baahubali 2: The Conclusion,30000000,18985794,263502914,2017,Baahubali 2: The Conclusion,20200000.0,234000000,2017
The Lost City of Z,30000000,8574339,17121823,2017,The Lost City of Z,8600000.0,10700000,2017
The Fate of the Furious,250000000,225764765,1234846267,2017,The Fate of the Furious,226000000.0,"1,010.0",2017
Smurfs: The Lost Village,60000000,45020282,197578586,2017,Smurfs: The Lost Village,45000000.0,152200000,2017
Gifted,7000000,24801212,36964656,2017,Gifted,24800000.0,18200000,2017
The Boss Baby,125000000,175003033,510878762,2017,The Boss Baby,175000000.0,353000000,2017
T2: Trainspotting,18000000,2402004,42091262,2017,T2: Trainspotting,2400000.0,39300000,2017
Kong: Skull Island,185000000,168052812,561072059,2017,Kong: Skull Island,168100000.0,398600000,2017
Table 19,5000000,3614896,4620399,2017,Table 19,3600000.0,1400000,2017
Collide,29200000,2280004,5466698,2017,Collide,2300000.0,2500000,2017
Get Out,5000000,176040665,255367951,2017,Get Out,176000000.0,79400000,2017
Fist Fight,25000000,32187017,40286416,2017,Fist Fight,32200000.0,8900000,2017
The Great Wall,150000000,45157105,334486852,2017,The Great Wall,45500000.0,289400000,2017
Fifty Shades Darker,55000000,114434010,381398492,2017,Fifty Shades Darker,114600000.0,267000000,2017
John Wick: Chapter Two,40000000,92029184,171350009,2017,John Wick: Chapter Two,92000000.0,79500000,2017
Rings,25000000,27793018,82917283,2017,Rings,27800000.0,55300000,2017
The Space Between Us,30000000,7885294,16481405,2017,The Space Between Us,7900000.0,6900000,2017
Resident Evil: The Final Chapter,40000000,26844692,314101190,2017,Resident Evil: The Final Chapter,26800000.0,285400000,2017
The Founder,15000000,12786053,24403192,2017,The Founder,12800000.0,11300000,2017
Split,5000000,138141585,278964806,2017,Split,138300000.0,140200000,2017
Monster Trucks,125000000,33370166,61642798,2017,Monster Trucks,33400000.0,31100000,2017
The Bye Bye Man,7400000,22395806,31187727,2017,The Bye Bye Man,22400000.0,4300000,2017
A Monster Calls,43000000,3740823,46414530,2017,A Monster Calls,3700000.0,43600000,2016
Underworld: Blood Wars,35000000,30353973,81209222,2017,Underworld: Blood Wars,30400000.0,50700000,2017
Hidden Figures,25000000,169607287,231771716,2016,Hidden Figures,169600000.0,66300000,2016
Why Him?,38000000,60323786,117425156,2016,Why Him?,60300000.0,57800000,2016
Dangal,9500000,12391761,294654618,2016,Dangal,12400000.0,290500000,2016
Sing,75000000,270329045,634454789,2016,Sing,270400000.0,363800000,2016
Patriots Day,40000000,31886361,52837989,2016,Patriots Day,31900000.0,18700000,2016
Rogue One: A Star Wars Story,200000000,532177324,1049102856,2016,Rogue One: A Star Wars Story,532200000.0,523900000,2016
Fences,24000000,57682904,64282881,2016,Fences,57700000.0,6700000,2016
Collateral Beauty,36000000,31016021,85309093,2016,Collateral Beauty,31000000.0,57500000,2016
Office Christmas Party,45000000,54767494,91323299,2016,Office Christmas Party,54800000.0,59700000,2016
La La Land,20000000,151101803,426351163,2016,La La Land,151100000.0,295000000,2016
Incarnate,5000000,4799774,9371036,2016,Incarnate,4800000.0,1500000,2016
Miss Sloane,18000000,3500605,7719630,2016,Miss Sloane,3500000.0,5600000,2016
Lion,12000000,51739495,149570720,2016,Lion,51700000.0,88600000,2016
Allied,106000000,40098064,119266661,2016,Allied,40100000.0,79400000,2016
Moana,150000000,248757044,637517365,2016,Moana,248800000.0,394600000,2016
The Edge of Seventeen,9000000,14431633,19096003,2016,The Edge of Seventeen,14400000.0,4400000,2016
Manchester by the Sea,8500000,47695371,77733867,2016,Manchester by the Sea,47700000.0,31300000,2016
Nocturnal Animals,22500000,10663357,32398681,2016,Nocturnal Animals,10700000.0,19600000,2016
Almost Christmas,17000000,42065185,42493506,2016,Almost Christmas,42200000.0,422000,2016
Arrival,47000000,100546139,203127894,2016,Arrival,100500000.0,102800000,2016
Shut In,10000000,6900335,11360665,2016,Shut In,6900000.0,6200000,2016
Trolls,125000000,153707064,344150134,2016,Trolls,153700000.0,193200000,2016
Loving,9000000,7710234,12898064,2016,Loving,7800000.0,5200000,2016
Hacksaw Ridge,40000000,67209615,168904682,2016,Hacksaw Ridge,67200000.0,108100000,2016
Doctor Strange,165000000,232641920,676404566,2016,Doctor Strange,232600000.0,445100000,2016
Inferno,75000000,34343574,219519367,2016,Inferno,34300000.0,185700000,2016
Jack Reacher: Never Go Back,60000000,58697076,159946489,2016,Jack Reacher: Never Go Back,58700000.0,103400000,2016
Ouija: Origin of Evil,9000000,35144505,81831866,2016,Ouija: Origin of Evil,35100000.0,46600000,2016
Max Steel,10000000,3818664,4563080,2016,Max Steel,3800000.0,2500000,2016
The Accountant,40000000,86260045,152962083,2016,The Accountant,86300000.0,68900000,2016
The Girl on the Train,45000000,75395035,174278214,2016,The Girl on the Train,208000.0,97100,2010
Middle School: The Worst Years of My Life,8500000,20007149,23311293,2016,Middle School: The Worst Years of My Life,20000000.0,3300000,2016
Deepwater Horizon,156000000,61433527,122603824,2016,Deepwater Horizon,61400000.0,60400000,2016
American Honey,3500000,663247,2611750,2016,American Honey,663000.0,1200000,2016
Storks,70000000,72679278,183353431,2016,Storks,72700000.0,110700000,2016
Queen of Katwe,15000000,8874389,10055481,2016,Queen of Katwe,8900000.0,1500000,2016
Blair Witch,10000000,20777061,38985577,2016,Blair Witch,20800000.0,24400000,2016
Snowden,50000000,21587519,35380918,2016,Snowden,21600000.0,15700000,2016
When the Bough Breaks,10000000,29747603,30768449,2016,When the Bough Breaks,29700000.0,911000,2016
Sully,60000000,125070033,238524556,2016,Sully,125100000.0,115700000,2016
Morgan,8000000,3915251,7298786,2016,Morgan,3900000.0,4900000,2016
The Light Between Oceans,20000000,12545979,22281732,2016,The Light Between Oceans,12500000.0,13400000,2016
Mechanic: Resurrection,40000000,21218403,109738840,2016,Mechanic: Resurrection,21200000.0,104500000,2016
Kubo and the Two Strings,55000000,48023088,77548122,2016,Kubo and the Two Strings,48000000.0,21900000,2016
War Dogs,50000000,43034523,86234503,2016,War Dogs,43000000.0,43200000,2016
Hell or High Water,12000000,27007844,37584304,2016,Hell or High Water,27000000.0,10900000,2016
Sausage Party,19000000,97670358,141344255,2016,Sausage Party,97700000.0,43000000,2016
Florence Foster Jenkins,29000000,27383770,56000339,2016,Florence Foster Jenkins,27400000.0,21500000,2016
Suicide Squad,175000000,325100054,746059887,2016,Suicide Squad,325100000.0,421700000,2016
Jason Bourne,120000000,162192920,416168316,2016,Jason Bourne,162400000.0,253100000,2016
Bad Moms,20000000,113257297,180998716,2016,Bad Moms,113300000.0,70700000,2016
Nerve,20000000,38583626,70652284,2016,Nerve,38600000.0,46700000,2016
Ice Age: Collision Course,105000000,64063008,402156682,2016,Ice Age: Collision Course,64099999.0,344500000,2016
Star Trek Beyond,185000000,158848340,335802233,2016,Star Trek Beyond,158800000.0,184600000,2016
Lights Out,5000000,67268835,148806510,2016,Lights Out,67300000.0,81600000,2016
The Secret Life of Pets,75000000,368384330,886750534,2016,The Secret Life of Pets,368400000.0,507100000,2016
Mike and Dave Need Wedding Dates,33000000,46009673,75898100,2016,Mike and Dave Need Wedding Dates,46000000.0,31100000,2016
Sultan,11000000,5599781,72989781,2016,Sultan,6200000.0,81100000,2016
The Purge: Election Year,10000000,79042440,118514727,2016,The Purge: Election Year,79200000.0,39400000,2016
The BFG,140000000,55483770,199646680,2016,The BFG,55500000.0,127900000,2016
The Legend of Tarzan,180000000,126643061,348902025,2016,The Legend of Tarzan,126600000.0,230100000,2016
Independence Day: Resurgence,165000000,103144286,384169424,2016,Independence Day: Resurgence,103100000.0,286500000,2016
Free State of Jones,50000000,20810036,23237252,2016,Free State of Jones,20800000.0,4200000,2016
The Shallows,13000000,55121623,118763442,2016,The Shallows,55100000.0,64000000,2016
Central Intelligence,50000000,127440871,217194805,2016,Central Intelligence,127400000.0,89500000,2016
Finding Dory,200000000,486295561,1021215193,2016,Finding Dory,486300000.0,542300000,2016
Now You See Me 2,90000000,65075540,328325007,2016,Now You See Me 2,65099999.0,269800000,2016
Warcraft,160000000,47225655,425522281,2016,Warcraft,47400000.0,386300000,2016
Genius,17000000,1361045,7265283,2016,Genius,1400000.0,4300000,2016
Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,82051601,245328374,2016,Teenage Mutant Ninja Turtles: Out of the Shadows,82100000.0,163600000,2016
Me Before You,20000000,56245075,208265198,2016,Me Before You,56200000.0,152100000,2016
Alice Through the Looking Glass,170000000,77042381,276928112,2016,Alice Through the Looking Glass,77000000.0,222400000,2016
X-Men: Apocalypse,178000000,155442489,542537546,2016,X-Men: Apocalypse,155400000.0,388500000,2016
The Nice Guys,50000000,36261763,59596747,2016,The Nice Guys,36300000.0,26500000,2016
Neighbors 2: Sorority Rising,35000000,55340730,108757621,2016,Neighbors 2: Sorority Rising,55500000.0,52600000,2016
The Angry Birds Movie,73000000,107509366,352327887,2016,The Angry Birds Movie,107500000.0,244800000,2016
Money Monster,27000000,41012075,93466095,2016,Money Monster,41000000.0,52300000,2016
Captain America: Civil War,250000000,408084349,1140069413,2016,Captain America: Civil War,408100000.0,745200000,2016
The Man Who Knew Infinity,10000000,3877922,12382122,2016,The Man Who Knew Infinity,3900000.0,8400000,2016
Barbershop: The Next Cut,20000000,54030051,54404202,2016,Barbershop: The Next Cut,54000000.0,1000000,2016
The Boss,29000000,63077560,78652207,2016,The Boss,63300000.0,15600000,2016
Hardcore Henry,2000000,9252038,17187434,2016,Hardcore Henry,9300000.0,7600000,2016
Batman v Superman: Dawn of Justice,250000000,330360194,867500281,2016,Batman v Superman: Dawn of Justice,330400000.0,543300000,2016
My Big Fat Greek Wedding 2,18000000,59689605,92096558,2016,My Big Fat Greek Wedding 2,59700000.0,29200000,2016
The Divergent Series: Allegiant,110000000,66184051,172022517,2016,The Divergent Series: Allegiant,66200000.0,113100000,2016
Midnight Special,18000000,3712282,7680250,2016,Midnight Special,3700000.0,2500000,2016
Miracles from Heaven,13000000,61705123,73798736,2016,Miracles from Heaven,61700000.0,12200000,2016
